file_name, filter_, image_size, camera, center_ra(deg), center_dec(deg), width_ra('), width_dec('), jd, exp_time(s), ccd_temp(C)
19960530_1700_14.57.fits,14.57,"(2048, 15000)",Loral1,254.998504709,32.9806141641,148.324644795,20.3083248425,2450233.81281,30720.0,-33.15
20010607_1730_14.57.fits,14.57,"(2048, 10000)",PV20K,262.498954428,32.9706153255,159.722685541,32.8008709463,2452067.81247,49152.0,19.85
19960529_1550_14.57.fits,14.57,"(2048, 15000)",Loral1,237.498607779,32.9742036363,148.322757192,20.3083248425,2450232.76705,30720.0,-33.15
19960529_1840_14.57.fits,14.57,"(2048, 15000)",Loral1,279.998579927,32.9905740229,148.322547475,20.3083248425,2450232.88479,30720.0,-33.15
20010607_1400_14.57.fits,14.57,"(2048, 10000)",PV20K,209.998906046,32.9739753911,159.723105036,32.8008709463,2452067.66703,49152.0,19.85
20010518_1650_14.57.fits,14.57,"(1024, 10000)",PV10K,252.502669741,32.9764975614,160.095598908,16.4379937223,2452047.83938,24576.0,-23.15
19990527_1640_14.57.fits,14.57,"(1024, 10000)",PV10K,249.997270813,32.9846775029,159.968012121,16.42557761,2451325.80921,24576.0,-33.15
20010518_1620_14.57.fits,14.57,"(1024, 10000)",PV10K,245.0026,32.9770478922,160.0922431,16.4379937223,2452047.81861,24576.0,-23.15
20010518_1600_14.57.fits,14.57,"(1024, 10000)",PV10K,239.998431235,32.9773817925,160.095389185,16.4379937223,2452047.80474,24576.0,-23.15
19960529_1730_14.57.fits,14.57,"(2048, 15000)",Loral1,262.498563879,32.983641153,148.322966934,20.3083248425,2450232.83631,30720.0,-33.15
19960601_1530_14.52.fits,14.52,"(2048, 15000)",Loral1,232.498566705,32.9725990658,148.324854536,20.3083248425,2450235.74501,30720.0,-33.15
19960601_1550_14.52.fits,14.52,"(2048, 15000)",Loral1,237.498482257,32.9742764068,148.32254745,20.3083248425,2450235.75886,30720.0,-33.15
19960603_1610_14.52.fits,14.52,"(2048, 15000)",Loral1,242.502733264,32.9759026769,148.322547475,20.3083248425,2450237.76727,30720.0,-33.15
19960602_1500_14.52.fits,14.52,"(2048, 15000)",Loral1,224.99853342,32.9702123039,148.324435053,20.3083248425,2450236.7215,30720.0,-33.15
19960601_1830_14.52.fits,14.52,"(2048, 15000)",Loral1,277.498580138,32.9896553479,148.324644795,20.3083248425,2450235.86967,30720.0,-33.15
19960602_1710_14.52.fits,14.52,"(2048, 15000)",Loral1,257.50268111,32.9816504426,148.324644795,20.3083248425,2450236.81155,30720.0,-33.15
19960601_1340_14.52.fits,14.52,"(2048, 15000)",Loral1,205.002666113,32.9654650587,148.324854511,20.3083248425,2450235.66882,30720.0,-33.15
19960603_1630_14.52.fits,14.52,"(2048, 15000)",Loral1,247.498559699,32.9777366477,148.324435053,20.3083248425,2450237.78111,30720.0,-33.15
19960602_1630_14.52.fits,14.52,"(2048, 15000)",Loral1,247.498469838,32.9778082394,148.324644795,20.3083248425,2450236.78384,30720.0,-33.15
19960603_1330_14.52.fits,14.52,"(2048, 15000)",Loral1,202.502827494,32.9649314087,148.324644795,20.3083248425,2450237.65643,30720.0,-33.15
19960602_1250_14.52.fits,14.52,"(2048, 15000)",Loral1,192.498808232,32.9636351604,148.332195153,20.3083248425,2450236.63144,30720.0,-33.15
19960601_1840_14.52.fits,14.52,"(2048, 15000)",Loral1,280.00263172,32.9906349522,148.322337734,20.3083248425,2450235.87661,30720.0,-33.15
19960605_1750_14.52.fits,14.52,"(2048, 15000)",Loral1,267.498591,32.9853875097,148.327161572,20.3083248425,2450239.83105,30720.0,-33.15
19960603_1550_14.52.fits,14.52,"(2048, 15000)",Loral1,237.50269857,32.9741416652,148.324644795,20.3083248425,2450237.75341,30720.0,-33.15
19960601_1810_14.52.fits,14.52,"(2048, 15000)",Loral1,272.502748024,32.9876805816,148.322757192,20.3083248425,2450235.85584,30720.0,-33.15
19960605_1500_14.52.fits,14.52,"(2048, 15000)",Loral1,225.002808296,32.9700282017,148.32254745,20.3083248425,2450239.71332,30720.0,-33.15
19990530_1750_14.52.fits,14.52,"(1024, 10000)",PV10K,267.501472481,32.9863505853,159.968012146,16.42557761,2451328.84748,24576.0,-33.15
19960603_1650_14.52.fits,14.52,"(2048, 15000)",Loral1,252.498495605,32.9796326709,148.324435053,20.3083248425,2450237.79496,30720.0,-33.15
19990530_1520_14.52.fits,14.52,"(1024, 10000)",PV10K,230.001372726,32.9813293582,159.966543979,16.42557761,2451328.7436,24576.0,-33.15
19960603_1420_14.52.fits,14.52,"(2048, 15000)",Loral1,214.998509989,32.9674810219,148.322547475,20.3083248425,2450237.69106,30720.0,-33.15
19960605_1720_14.52.fits,14.52,"(2048, 15000)",Loral1,260.002679301,32.9824109639,148.32254745,20.3083248425,2450239.81029,30720.0,-33.15
19960601_1720_14.52.fits,14.52,"(2048, 15000)",Loral1,260.002782377,32.9827087455,148.32254745,20.3083248425,2450235.82121,30720.0,-33.15
19960603_1340_14.52.fits,14.52,"(2048, 15000)",Loral1,204.998574152,32.9653652356,148.32254745,20.3083248425,2450237.66335,30720.0,-33.15
19960605_1800_14.52.fits,14.52,"(2048, 15000)",Loral1,269.998627798,32.986383718,148.322547475,20.3083248425,2450239.83798,30720.0,-33.15
19990530_1450_14.52.fits,14.52,"(1024, 10000)",PV10K,222.501820621,32.980656022,159.967382924,16.42557761,2451328.72282,24576.0,-33.15
19990530_1740_14.52.fits,14.52,"(1024, 10000)",PV10K,265.001625041,32.9849702061,159.96822187,16.42557761,2451328.84056,24576.0,-33.15
19990530_1730_14.52.fits,14.52,"(1024, 10000)",PV10K,262.497231019,32.9846994829,159.968012121,16.42557761,2451328.83362,24576.0,-33.15
19960601_1310_14.52.fits,14.52,"(2048, 15000)",Loral1,197.498499284,32.9642692222,148.322547475,20.3083248425,2450235.64803,30720.0,-33.15
19960605_1440_14.52.fits,14.52,"(2048, 15000)",Loral1,220.002799752,32.9686348752,148.32254745,20.3083248425,2450239.69946,30720.0,-33.15
19960605_1310_14.52.fits,14.52,"(2048, 15000)",Loral1,197.498474928,32.9640946964,148.322547475,20.3083248425,2450239.63711,30720.0,-33.15
19960601_1700_14.52.fits,14.52,"(2048, 15000)",Loral1,254.998642978,32.9807457782,148.32464477,20.3083248425,2450235.80735,30720.0,-33.15
19960602_1550_14.52.fits,14.52,"(2048, 15000)",Loral1,237.502762971,32.9742097468,148.322757192,20.3083248425,2450236.75614,30720.0,-33.15
19990530_1350_14.52.fits,14.52,"(1024, 10000)",PV10K,207.501768779,32.9795143369,159.970738732,16.42557761,2451328.68126,24576.0,-33.15
19960603_1500_14.52.fits,14.52,"(2048, 15000)",Loral1,225.002628442,32.9701515009,148.324644795,20.3083248425,2450237.71878,30720.0,-33.15
19960602_1430_14.52.fits,14.52,"(2048, 15000)",Loral1,217.502788509,32.9681580604,148.741801951,20.3083248425,2450236.70073,30720.0,-33.15
19960603_1450_14.52.fits,14.52,"(2048, 15000)",Loral1,222.502690892,32.9694364317,148.322757217,20.3083248425,2450237.71185,30720.0,-33.15
19960605_1540_14.52.fits,14.52,"(2048, 15000)",Loral1,235.00275364,32.973159657,148.32254745,20.3083248425,2450239.74103,30720.0,-33.15
19960605_1330_14.52.fits,14.52,"(2048, 15000)",Loral1,202.49857513,32.9648369844,148.327790773,20.3083248425,2450239.65096,30720.0,-33.15
19960602_1700_14.52.fits,14.52,"(2048, 15000)",Loral1,255.002727134,32.980674042,148.324644795,20.3083248425,2450236.80463,30720.0,-33.15
19960601_1410_14.52.fits,14.52,"(2048, 15000)",Loral1,212.49860372,32.9670066239,148.322757192,20.3083248425,2450235.68959,30720.0,-33.15
19960602_1800_14.52.fits,14.52,"(2048, 15000)",Loral1,270.002646429,32.9866113118,148.322547475,20.3083248425,2450236.84618,30720.0,-33.15
19960605_1420_14.52.fits,14.52,"(2048, 15000)",Loral1,215.002686349,32.9673709092,148.322547475,20.3083248425,2450239.68561,30720.0,-33.15
19960603_1640_14.52.fits,14.52,"(2048, 15000)",Loral1,250.002791985,32.9786795976,148.32464477,20.3083248425,2450237.78805,30720.0,-33.15
19960602_1600_14.52.fits,14.52,"(2048, 15000)",Loral1,239.998502528,32.9750795802,148.323596135,20.3083248425,2450236.76306,30720.0,-33.15
19960602_1740_14.52.fits,14.52,"(2048, 15000)",Loral1,264.998597433,32.9846171269,148.32254745,20.3083248425,2450236.83232,30720.0,-33.15
19960605_1530_14.52.fits,14.52,"(2048, 15000)",Loral1,232.498565212,32.972335959,148.311431679,20.3083248425,2450239.73409,30720.0,-33.15
19960601_1330_14.52.fits,14.52,"(2048, 15000)",Loral1,202.498518655,32.9650262238,148.322757192,20.3083248425,2450235.66188,30720.0,-33.15
19960602_1330_14.52.fits,14.52,"(2048, 15000)",Loral1,202.502797231,32.9649789418,148.32464477,20.3083248425,2450236.65916,30720.0,-33.15
19960601_1820_14.52.fits,14.52,"(2048, 15000)",Loral1,275.002795802,32.9886715737,148.742011668,20.3083248425,2450235.86276,30720.0,-33.15
19960605_1350_14.52.fits,14.52,"(2048, 15000)",Loral1,207.498576025,32.9657375618,148.319611214,20.3083248425,2450239.66482,30720.0,-33.15
19960603_1520_14.52.fits,14.52,"(2048, 15000)",Loral1,229.998600433,32.9716677593,148.325273995,20.3083248425,2450237.73262,30720.0,-33.15
19960605_1550_14.52.fits,14.52,"(2048, 15000)",Loral1,237.498452135,32.9740042699,148.322547475,20.3083248425,2450239.74794,30720.0,-33.15
19960601_1640_14.52.fits,14.52,"(2048, 15000)",Loral1,249.998617958,32.9788225732,148.324644795,20.3083248425,2450235.79349,30720.0,-33.15
19960602_1420_14.52.fits,14.52,"(2048, 15000)",Loral1,214.998494482,32.9675370692,148.322337734,20.3083248425,2450236.69379,30720.0,-33.15
19960605_1640_14.52.fits,14.52,"(2048, 15000)",Loral1,249.998585483,32.978533032,148.742011693,20.3083248425,2450239.78257,30720.0,-33.15
19990530_1600_14.52.fits,14.52,"(1024, 10000)",PV10K,239.997285363,32.9823076909,159.967802397,16.42557761,2451328.77129,24576.0,-33.15
19960605_1520_14.52.fits,14.52,"(2048, 15000)",Loral1,230.002720687,32.9715402769,148.322547475,20.3083248425,2450239.72717,30720.0,-33.15
19960602_1230_14.52.fits,14.52,"(2048, 15000)",Loral1,187.498501152,32.9632135584,148.322337734,20.3083248425,2450236.61759,30720.0,-33.15
19960602_1240_14.52.fits,14.52,"(2048, 15000)",Loral1,190.002734521,32.9634034513,148.322547475,20.3083248425,2450236.62453,30720.0,-33.15
19960603_1440_14.52.fits,14.52,"(2048, 15000)",Loral1,219.99863702,32.9687512122,148.32464477,20.3083248425,2450237.70491,30720.0,-33.15
19990530_1700_14.52.fits,14.52,"(1024, 10000)",PV10K,254.997266308,32.9838879924,159.967802397,16.42557761,2451328.81284,24576.0,-33.15
19990530_1630_14.52.fits,14.52,"(1024, 10000)",PV10K,247.497202622,32.9830861531,159.968012121,16.42557761,2451328.79207,24576.0,-33.15
19960605_1300_14.52.fits,14.52,"(2048, 15000)",Loral1,195.002779986,32.9637852371,148.324644795,20.3083248425,2450239.63019,30720.0,-33.15
19960601_1750_14.52.fits,14.52,"(2048, 15000)",Loral1,267.502623997,32.9856895056,148.322337734,20.3083248425,2450235.84199,30720.0,-33.15
19960602_1650_14.52.fits,14.52,"(2048, 15000)",Loral1,252.498623354,32.9797056632,148.324644795,20.3083248425,2450236.79769,30720.0,-33.15
19960605_1730_14.52.fits,14.52,"(2048, 15000)",Loral1,262.498519429,32.9833984126,148.32254745,20.3083248425,2450239.8172,30720.0,-33.15
19960603_1700_14.52.fits,14.52,"(2048, 15000)",Loral1,255.002799704,32.9806005886,148.324644795,20.3083248425,2450237.8019,30720.0,-33.15
19960601_1520_14.52.fits,14.52,"(2048, 15000)",Loral1,230.002706262,32.9717984675,148.322757192,20.3083248425,2450235.73809,30720.0,-33.15
19960601_1500_14.52.fits,14.52,"(2048, 15000)",Loral1,225.002758873,32.9702757722,148.322547475,20.3083248425,2450235.72424,30720.0,-33.15
19960605_1340_14.52.fits,14.52,"(2048, 15000)",Loral1,205.002774571,32.9652686428,148.32254745,20.3083248425,2450239.6579,30720.0,-33.15
19960602_1320_14.52.fits,14.52,"(2048, 15000)",Loral1,199.998715845,32.9645814424,148.33513139,20.3083248425,2450236.65223,30720.0,-33.15
19960601_1420_14.52.fits,14.52,"(2048, 15000)",Loral1,215.002622124,32.9675944603,148.32464477,20.3083248425,2450235.69653,30720.0,-33.15
19960602_1830_14.52.fits,14.52,"(2048, 15000)",Loral1,277.502706116,32.989582872,148.322547475,20.3083248425,2450236.86696,30720.0,-33.15
19960605_1630_14.52.fits,14.52,"(2048, 15000)",Loral1,247.502633845,32.977594697,148.742011693,20.3083248425,2450239.77566,30720.0,-33.15
19960602_1520_14.52.fits,14.52,"(2048, 15000)",Loral1,229.998468878,32.9717323388,148.324644795,20.3083248425,2450236.73535,30720.0,-33.15
19990530_1610_14.52.fits,14.52,"(1024, 10000)",PV10K,242.501524076,32.982564191,159.967592648,16.42557761,2451328.77823,24576.0,-33.15
19960605_1430_14.52.fits,14.52,"(2048, 15000)",Loral1,217.498574483,32.9679850389,148.324644795,20.3083248425,2450239.69253,30720.0,-33.15
19960601_1630_14.52.fits,14.52,"(2048, 15000)",Loral1,247.502732405,32.9778814038,148.32254745,20.3083248425,2450235.78658,30720.0,-33.15
19960601_1610_14.52.fits,14.52,"(2048, 15000)",Loral1,242.498533618,32.9760411605,148.322337734,20.3083248425,2450235.77272,30720.0,-33.15
19960602_1340_14.52.fits,14.52,"(2048, 15000)",Loral1,204.998550726,32.9654145491,148.322757192,20.3083248425,2450236.66608,30720.0,-33.15
19960601_1730_14.52.fits,14.52,"(2048, 15000)",Loral1,262.498431198,32.9836973379,148.322547475,20.3083248425,2450235.82812,30720.0,-33.15
19990530_1440_14.52.fits,14.52,"(1024, 10000)",PV10K,220.001884048,32.9804454498,159.967592648,16.42557761,2451328.71589,24576.0,-33.15
19960602_1810_14.52.fits,14.52,"(2048, 15000)",Loral1,272.49843775,32.9876043535,148.32254745,20.3083248425,2450236.85309,30720.0,-33.15
19960602_1440_14.52.fits,14.52,"(2048, 15000)",Loral1,219.998503032,32.9688103114,148.32464477,20.3083248425,2450236.70764,30720.0,-33.15
19960602_1620_14.52.fits,14.52,"(2048, 15000)",Loral1,245.002623781,32.9768827954,148.322547475,20.3083248425,2450236.77692,30720.0,-33.15
19960605_1320_14.52.fits,14.52,"(2048, 15000)",Loral1,200.002746276,32.9644462966,148.322337734,20.3083248425,2450239.64405,30720.0,-33.15
19960602_1530_14.52.fits,14.52,"(2048, 15000)",Loral1,232.502642388,32.9725344174,148.322757192,20.3083248425,2450236.74229,30720.0,-33.15
19960605_1610_14.52.fits,14.52,"(2048, 15000)",Loral1,242.498469672,32.975761138,148.32254745,20.3083248425,2450239.76179,30720.0,-33.15
19960605_1400_14.52.fits,14.52,"(2048, 15000)",Loral1,210.002709209,32.9662459863,148.322547475,20.3083248425,2450239.67176,30720.0,-33.15
19960605_1410_14.52.fits,14.52,"(2048, 15000)",Loral1,212.49850964,32.9667895685,148.322547475,20.3083248425,2450239.67867,30720.0,-33.15
19960601_1800_14.52.fits,14.52,"(2048, 15000)",Loral1,269.998591852,32.9866842953,148.322337734,20.3083248425,2450235.8489,30720.0,-33.15
19960602_1310_14.52.fits,14.52,"(2048, 15000)",Loral1,197.49856832,32.964224858,148.322547475,20.3083248425,2450236.6453,30720.0,-33.15
19960605_1740_14.52.fits,14.52,"(2048, 15000)",Loral1,265.002752435,32.9843934467,148.32254745,20.3083248425,2450239.82414,30720.0,-33.15
19960601_1740_14.52.fits,14.52,"(2048, 15000)",Loral1,265.00272774,32.9846932821,148.324854536,20.3083248425,2450235.83506,30720.0,-33.15
19960603_1540_14.52.fits,14.52,"(2048, 15000)",Loral1,234.998432258,32.9732918997,148.322757217,20.3083248425,2450237.74647,30720.0,-33.15
19990530_1410_14.52.fits,14.52,"(1024, 10000)",PV10K,212.501823782,32.9798609595,159.967382924,16.42557761,2451328.69512,24576.0,-33.15
19960601_1710_14.52.fits,14.52,"(2048, 15000)",Loral1,257.498605411,32.9817225896,148.32254745,20.3083248425,2450235.81427,30720.0,-33.15
19960602_1820_14.52.fits,14.52,"(2048, 15000)",Loral1,274.998485527,32.9885955208,148.324644795,20.3083248425,2450236.86002,30720.0,-33.15
19990530_1650_14.52.fits,14.52,"(1024, 10000)",PV10K,252.501615644,32.983619426,159.967802397,16.42557761,2451328.80593,24576.0,-33.15
19990530_1320_14.52.fits,14.52,"(1024, 10000)",PV10K,200.001816966,32.9790655543,159.968012121,16.42557761,2451328.66048,24576.0,-33.15
19960601_1440_14.52.fits,14.52,"(2048, 15000)",Loral1,220.002721124,32.968870867,148.322547475,20.3083248425,2450235.71039,30720.0,-33.15
19960601_1600_14.52.fits,14.52,"(2048, 15000)",Loral1,240.002752184,32.9751501862,148.322547475,20.3083248425,2450235.7658,30720.0,-33.15
19960605_1820_14.52.fits,14.52,"(2048, 15000)",Loral1,274.998619358,32.9883699467,148.32464477,20.3083248425,2450239.85183,30720.0,-33.15
19960601_1540_14.52.fits,14.52,"(2048, 15000)",Loral1,235.002767244,32.9734274251,148.322547475,20.3083248425,2450235.75195,30720.0,-33.15
19960601_1510_14.52.fits,14.52,"(2048, 15000)",Loral1,227.4985301,32.9710218172,148.323176651,20.3083248425,2450235.73116,30720.0,-33.15
19960603_1510_14.52.fits,14.52,"(2048, 15000)",Loral1,227.502769832,32.9708962205,148.321289074,20.3083248425,2450237.72571,30720.0,-33.15
19960603_1600_14.52.fits,14.52,"(2048, 15000)",Loral1,239.998609404,32.9750105557,148.32254745,20.3083248425,2450237.76033,30720.0,-33.15
19960601_1430_14.52.fits,14.52,"(2048, 15000)",Loral1,217.498481905,32.9682148981,148.32464477,20.3083248425,2450235.70345,30720.0,-33.15
19960605_1840_14.52.fits,14.52,"(2048, 15000)",Loral1,280.00272585,32.9903369902,148.32254745,20.3083248425,2450239.86569,30720.0,-33.15
19960601_1450_14.52.fits,14.52,"(2048, 15000)",Loral1,222.498465535,32.9695567005,148.32464477,20.3083248425,2450235.7173,30720.0,-33.15
19960602_1640_14.52.fits,14.52,"(2048, 15000)",Loral1,250.002706481,32.9787518904,148.324644795,20.3083248425,2450236.79078,30720.0,-33.15
19990530_1550_14.52.fits,14.52,"(1024, 10000)",PV10K,237.501418372,32.9820561201,159.967802397,16.42557761,2451328.76437,24576.0,-33.15
19960605_1710_14.52.fits,14.52,"(2048, 15000)",Loral1,257.498520028,32.9814263747,148.32254745,20.3083248425,2450239.80335,30720.0,-33.15
19960601_1620_14.52.fits,14.52,"(2048, 15000)",Loral1,244.998526782,32.9769521146,148.322337734,20.3083248425,2450235.77964,30720.0,-33.15
19960603_1410_14.52.fits,14.52,"(2048, 15000)",Loral1,212.502684936,32.9668983124,148.324854511,20.3083248425,2450237.68414,30720.0,-33.15
19960603_1430_14.52.fits,14.52,"(2048, 15000)",Loral1,217.502717114,32.9681004205,148.322547475,20.3083248425,2450237.698,30720.0,-33.15
19960601_1240_14.52.fits,14.52,"(2048, 15000)",Loral1,189.998478493,32.9634418368,148.324435053,20.3083248425,2450235.62725,30720.0,-33.15
19990530_1500_14.52.fits,14.52,"(1024, 10000)",PV10K,225.001775294,32.9808738146,159.967592648,16.42557761,2451328.72975,24576.0,-33.15
19960605_1450_14.52.fits,14.52,"(2048, 15000)",Loral1,222.498529802,32.9693148146,148.324644795,20.3083248425,2450239.70638,30720.0,-33.15
19990530_1400_14.52.fits,14.52,"(1024, 10000)",PV10K,209.997443595,32.9796828115,159.965914757,16.42557761,2451328.68818,24576.0,-33.15
19960605_1700_14.52.fits,14.52,"(2048, 15000)",Loral1,254.998575268,32.9804514603,148.322547475,20.3083248425,2450239.79642,30720.0,-33.15
19960603_1400_14.52.fits,14.52,"(2048, 15000)",Loral1,209.998520256,32.966349501,148.324644795,20.3083248425,2450237.6772,30720.0,-33.15
19990530_1720_14.52.fits,14.52,"(1024, 10000)",PV10K,260.001535474,32.9844292325,159.967382924,16.42557761,2451328.8267,24576.0,-33.15
19960605_1810_14.52.fits,14.52,"(2048, 15000)",Loral1,272.502762638,32.9873801339,148.322547475,20.3083248425,2450239.84491,30720.0,-33.15
19960605_1650_14.52.fits,14.52,"(2048, 15000)",Loral1,252.502635698,32.9794879505,148.322547475,20.3083248425,2450239.78951,30720.0,-33.15
19990530_1530_14.52.fits,14.52,"(1024, 10000)",PV10K,232.501371246,32.9815662756,159.967592648,16.42557761,2451328.75052,24576.0,-33.15
19960602_1350_14.52.fits,14.52,"(2048, 15000)",Loral1,207.502668408,32.9658903456,148.322547475,20.3083248425,2450236.67302,30720.0,-33.15
19990530_1310_14.52.fits,14.52,"(1024, 10000)",PV10K,197.49748177,32.9789358718,159.968012146,16.42557761,2451328.65355,24576.0,-33.15
19960603_1310_14.52.fits,14.52,"(2048, 15000)",Loral1,197.502780219,32.9641815473,148.32254745,20.3083248425,2450237.64258,30720.0,-33.15
19960605_1600_14.52.fits,14.52,"(2048, 15000)",Loral1,240.002747008,32.9748739672,148.324644795,20.3083248425,2450239.75488,30720.0,-33.15
19990530_1340_14.52.fits,14.52,"(1024, 10000)",PV10K,205.001843981,32.9793549577,159.968012121,16.42557761,2451328.67434,24576.0,-33.15
19990530_1510_14.52.fits,14.52,"(1024, 10000)",PV10K,227.497232242,32.9810980021,159.966963426,16.42557761,2451328.73666,24576.0,-33.15
19960602_1610_14.52.fits,14.52,"(2048, 15000)",Loral1,242.498457257,32.9759711297,148.322337734,20.3083248425,2450236.76998,30720.0,-33.15
19960602_1750_14.52.fits,14.52,"(2048, 15000)",Loral1,267.498535329,32.9856132788,148.324644795,20.3083248425,2450236.83924,30720.0,-33.15
19960603_1530_14.52.fits,14.52,"(2048, 15000)",Loral1,232.502753255,32.9724686166,148.317723637,20.3083248425,2450237.73956,30720.0,-33.15
19990530_1330_14.52.fits,14.52,"(1024, 10000)",PV10K,202.501666666,32.9792052571,159.968012121,16.42557761,2451328.66741,24576.0,-33.15
19990530_1420_14.52.fits,14.52,"(1024, 10000)",PV10K,214.997547543,32.9800472087,159.967592648,16.42557761,2451328.70203,24576.0,-33.15
19990530_1620_14.52.fits,14.52,"(1024, 10000)",PV10K,245.001600928,32.9828238595,159.967802397,16.42557761,2451328.78515,24576.0,-33.15
19960602_1720_14.52.fits,14.52,"(2048, 15000)",Loral1,259.998502038,32.98263297,148.322757217,20.3083248425,2450236.81847,30720.0,-33.15
19960602_1400_14.52.fits,14.52,"(2048, 15000)",Loral1,209.998456654,32.9664022578,148.322337734,20.3083248425,2450236.67994,30720.0,-33.15
19990530_1710_14.52.fits,14.52,"(1024, 10000)",PV10K,257.500729675,32.9841584753,159.971997175,16.42557761,2451328.81978,24576.0,-33.15
19960602_1540_14.52.fits,14.52,"(2048, 15000)",Loral1,234.998525949,32.9733589124,148.322547475,20.3083248425,2450236.74921,30720.0,-33.15
19960602_1300_14.52.fits,14.52,"(2048, 15000)",Loral1,195.002658025,32.9639097121,148.322337734,20.3083248425,2450236.63838,30720.0,-33.15
19960601_1250_14.52.fits,14.52,"(2048, 15000)",Loral1,192.502719569,32.963676202,148.324435053,20.3083248425,2450235.63418,30720.0,-33.15
19960602_1840_14.52.fits,14.52,"(2048, 15000)",Loral1,279.998647564,32.9905596386,148.32464477,20.3083248425,2450236.87387,30720.0,-33.15
19960603_1620_14.52.fits,14.52,"(2048, 15000)",Loral1,244.998540353,32.9768104469,148.324015594,20.3083248425,2450237.77418,30720.0,-33.15
19960601_1350_14.52.fits,14.52,"(2048, 15000)",Loral1,207.502776829,32.9659418499,148.322337734,20.3083248425,2450235.67575,30720.0,-33.15
19990530_1640_14.52.fits,14.52,"(1024, 10000)",PV10K,250.001494127,32.9833519628,159.968012121,16.42557761,2451328.799,24576.0,-33.15
19960602_1450_14.52.fits,14.52,"(2048, 15000)",Loral1,222.50255632,32.9694969922,148.320240414,20.3083248425,2450236.71458,30720.0,-33.15
19990530_1430_14.52.fits,14.52,"(1024, 10000)",PV10K,217.501639323,32.9802424725,159.967592673,16.42557761,2451328.70897,24576.0,-33.15
19960605_1510_14.52.fits,14.52,"(2048, 15000)",Loral1,227.498551795,32.9707688173,148.322547475,20.3083248425,2450239.72023,30720.0,-33.15
19960605_1830_14.52.fits,14.52,"(2048, 15000)",Loral1,277.498481788,32.9893561518,148.324644795,20.3083248425,2450239.85875,30720.0,-33.15
19960601_1400_14.52.fits,14.52,"(2048, 15000)",Loral1,210.002786738,32.9664563437,148.32464477,20.3083248425,2450235.68268,30720.0,-33.15
19960603_1320_14.52.fits,14.52,"(2048, 15000)",Loral1,199.998535604,32.9645356959,148.32464477,20.3083248425,2450237.64949,30720.0,-33.15
19960602_1510_14.52.fits,14.52,"(2048, 15000)",Loral1,227.502642751,32.9709595254,148.32254745,20.3083248425,2450236.72844,30720.0,-33.15
19960601_1320_14.52.fits,14.52,"(2048, 15000)",Loral1,200.002784212,32.9646282585,148.322757192,20.3083248425,2450235.65497,30720.0,-33.15
19960602_1730_14.52.fits,14.52,"(2048, 15000)",Loral1,262.50271145,32.9836246974,148.322757192,20.3083248425,2450236.8254,30720.0,-33.15
19960601_1300_14.52.fits,14.52,"(2048, 15000)",Loral1,194.998410034,32.9639517306,148.322337734,20.3083248425,2450235.6411,30720.0,-33.15
19990530_1540_14.52.fits,14.52,"(1024, 10000)",PV10K,234.997211298,32.981808274,159.968012146,16.42557761,2451328.75744,24576.0,-33.15
19960605_1620_14.52.fits,14.52,"(2048, 15000)",Loral1,244.998445622,32.9766685983,148.322547475,20.3083248425,2450239.76872,30720.0,-33.15
19960603_1300_14.52.fits,14.52,"(2048, 15000)",Loral1,194.998518581,32.9638672211,148.322547475,20.3083248425,2450237.63564,30720.0,-33.15
19960601_1650_14.52.fits,14.52,"(2048, 15000)",Loral1,252.50268579,32.9797800463,148.322547475,20.3083248425,2450235.80043,30720.0,-33.15
19960602_1410_14.52.fits,14.52,"(2048, 15000)",Loral1,212.502662028,32.9669527437,148.186221585,20.3083248425,2450236.68687,30720.0,-33.15
19960603_1350_14.52.fits,14.52,"(2048, 15000)",Loral1,207.50269737,32.9658392846,148.322757192,20.3083248425,2450237.67029,30720.0,-33.15
19990601_1400_14.51.fits,14.51,"(1024, 10000)",PV10K,210.00170367,32.9806857124,159.967802397,16.42557761,2451330.68273,24576.0,-33.15
19990429_1420_14.51.fits,14.51,"(1024, 10000)",PV10K,215.001700745,32.9846766459,159.966543954,16.42557761,2451297.78668,24576.0,-33.15
19990604_1620_14.51.fits,14.51,"(1024, 10000)",PV10K,245.001681833,32.9827469933,159.969270564,16.42557761,2451333.7715,24576.0,-33.15
19990604_1600_14.51.fits,14.51,"(1024, 10000)",PV10K,240.001825488,32.9822395518,159.962978397,16.42557761,2451333.75765,24576.0,-33.15
19990429_1140_14.51.fits,14.51,"(1024, 10000)",PV10K,175.001776867,32.9822041984,159.968221895,16.42557761,2451297.67587,24576.0,-33.15
19990429_1130_14.51.fits,14.51,"(1024, 10000)",PV10K,172.501928677,32.9821342093,159.969270564,16.42557761,2451297.66894,24576.0,-33.15
19990429_1540_14.51.fits,14.51,"(1024, 10000)",PV10K,234.997672201,32.9866091858,159.967802397,16.42557761,2451297.84208,24576.0,-33.15
19990604_1250_14.51.fits,14.51,"(1024, 10000)",PV10K,192.501777506,32.9787802754,159.968012146,16.42557761,2451333.62605,24576.0,-33.15
19990429_1710_14.51.fits,14.51,"(1024, 10000)",PV10K,257.497553057,32.9889747037,159.96822187,16.42557761,2451297.9044,24576.0,-33.15
19990429_1550_14.51.fits,14.51,"(1024, 10000)",PV10K,237.501701836,32.986868315,159.968012146,16.42557761,2451297.84901,24576.0,-33.15
