file_name, filter_, image_size, camera, center_ra(deg), center_dec(deg), width_ra('), width_dec('), jd, exp_time(s), ccd_temp(C)
19990512_1340_14.61.fits,14.61,"(1024, 10000)",PV10K,205.001710643,32.9836705446,159.968012146,16.42557761,2451310.72349,24576.0,-33.15
19990510_1400_14.61.fits,14.61,"(1024, 10000)",PV10K,210.001655502,32.983887941,159.968012121,16.42557761,2451308.7428,24576.0,-33.15
19990510_1240_14.61.fits,14.61,"(1024, 10000)",PV10K,190.001359561,32.9825790309,159.953120649,16.42557761,2451308.68739,24576.0,-33.15
19990512_1700_14.61.fits,14.61,"(1024, 10000)",PV10K,254.996992917,32.9884803831,159.94431162,16.42557761,2451310.86199,24576.0,-33.15
19990512_1550_14.61.fits,14.61,"(1024, 10000)",PV10K,237.501308632,32.9866112955,159.96339787,16.42557761,2451310.81352,24576.0,-33.15
19990510_1140_14.61.fits,14.61,"(1024, 10000)",PV10K,175.00172818,32.9820245501,159.967592673,16.42557761,2451308.64583,24576.0,-33.15
19990510_1330_14.61.fits,14.61,"(1024, 10000)",PV10K,202.501777326,32.9833282563,159.968012146,16.42557761,2451308.72202,24576.0,-33.15
19990510_1120_14.61.fits,14.61,"(1024, 10000)",PV10K,169.997616784,32.9819298021,159.967592648,16.42557761,2451308.63197,24576.0,-33.15
19990512_1510_14.61.fits,14.61,"(1024, 10000)",PV10K,227.496848419,32.9856013189,159.935083119,16.42557761,2451310.7858,24576.0,-33.15
19990510_1350_14.61.fits,14.61,"(1024, 10000)",PV10K,207.501699615,32.9836929677,159.96822187,16.42557761,2451308.73587,24576.0,-33.15
19990510_1320_14.61.fits,14.61,"(1024, 10000)",PV10K,200.001864417,32.983159215,159.968012146,16.42557761,2451308.71509,24576.0,-33.15
19990510_1250_14.61.fits,14.61,"(1024, 10000)",PV10K,192.497692787,32.9827088953,159.967382924,16.42557761,2451308.6943,24576.0,-33.15
19990512_1400_14.61.fits,14.61,"(1024, 10000)",PV10K,210.001638557,32.9840480187,159.968431594,16.42557761,2451310.73734,24576.0,-33.15
19990510_1310_14.61.fits,14.61,"(1024, 10000)",PV10K,197.501641904,32.9829994625,159.96822187,16.42557761,2451308.70817,24576.0,-33.15
19990512_1740_14.61.fits,14.61,"(1024, 10000)",PV10K,265.001803886,32.9895522863,159.975562756,16.42557761,2451310.8897,24576.0,-33.15
19990512_1440_14.61.fits,14.61,"(1024, 10000)",PV10K,219.99771601,32.984896103,159.968012146,16.42557761,2451310.76503,24576.0,-33.15
19990512_1220_14.61.fits,14.61,"(1024, 10000)",PV10K,184.997525748,32.9825357016,159.968012121,16.42557761,2451310.66806,24576.0,-33.15
19990512_1540_14.61.fits,14.61,"(1024, 10000)",PV10K,235.001605976,32.9863529502,159.967382924,16.42557761,2451310.8066,24576.0,-33.15
19990512_1640_14.61.fits,14.61,"(1024, 10000)",PV10K,250.00153292,32.9879408996,159.968431619,16.42557761,2451310.84815,24576.0,-33.15
19990510_1420_14.61.fits,14.61,"(1024, 10000)",PV10K,215.001917904,32.9843013013,159.967802397,16.42557761,2451308.75665,24576.0,-33.15
19990510_1300_14.61.fits,14.61,"(1024, 10000)",PV10K,195.001748505,32.982849343,159.967802397,16.42557761,2451308.70124,24576.0,-33.15
19990512_1320_14.61.fits,14.61,"(1024, 10000)",PV10K,200.001883912,32.9833281429,159.96822187,16.42557761,2451310.70963,24576.0,-33.15
19990512_1450_14.61.fits,14.61,"(1024, 10000)",PV10K,222.501916774,32.9851257371,159.96822187,16.42557761,2451310.77197,24576.0,-33.15
19990512_1630_14.61.fits,14.61,"(1024, 10000)",PV10K,247.49715004,32.9876711655,159.967802397,16.42557761,2451310.84121,24576.0,-33.15
19990512_1650_14.61.fits,14.61,"(1024, 10000)",PV10K,252.501415151,32.9882108034,159.96822187,16.42557761,2451310.85507,24576.0,-33.15
19990510_1230_14.61.fits,14.61,"(1024, 10000)",PV10K,187.497637887,32.9824592095,159.975143259,16.42557761,2451308.68045,24576.0,-33.15
19990512_1200_14.61.fits,14.61,"(1024, 10000)",PV10K,180.001719909,32.9823568017,159.968012146,16.42557761,2451310.65422,24576.0,-33.15
19990512_1350_14.61.fits,14.61,"(1024, 10000)",PV10K,207.497509087,32.9838547571,159.970109535,16.42557761,2451310.7304,24576.0,-33.15
19990512_1420_14.61.fits,14.61,"(1024, 10000)",PV10K,215.001896448,32.9844577179,159.96822187,16.42557761,2451310.75119,24576.0,-33.15
19990510_1150_14.61.fits,14.61,"(1024, 10000)",PV10K,177.501861269,32.9820891475,159.967802397,16.42557761,2451308.65276,24576.0,-33.15
19990512_1520_14.61.fits,14.61,"(1024, 10000)",PV10K,230.002081189,32.985847745,159.968431619,16.42557761,2451310.79275,24576.0,-33.15
19990510_1410_14.61.fits,14.61,"(1024, 10000)",PV10K,212.50162092,32.9840908382,159.967802397,16.42557761,2451308.74972,24576.0,-33.15
19990512_1250_14.61.fits,14.61,"(1024, 10000)",PV10K,192.501907851,32.9828858882,159.968012121,16.42557761,2451310.68885,24576.0,-33.15
19990512_1240_14.61.fits,14.61,"(1024, 10000)",PV10K,189.997543827,32.9827584266,159.967802397,16.42557761,2451310.68192,24576.0,-33.15
19990510_1430_14.61.fits,14.61,"(1024, 10000)",PV10K,217.497846719,32.9845185177,159.973465342,16.42557761,2451308.76357,24576.0,-33.15
19990512_1600_14.61.fits,14.61,"(1024, 10000)",PV10K,239.997250324,32.9868724255,159.962978397,16.42557761,2451310.82043,24576.0,-33.15
19990510_1220_14.61.fits,14.61,"(1024, 10000)",PV10K,185.001909102,32.9823503903,159.964236816,16.42557761,2451308.67354,24576.0,-33.15
19990512_1500_14.61.fits,14.61,"(1024, 10000)",PV10K,225.0016331,32.985360969,159.96822187,16.42557761,2451310.77889,24576.0,-33.15
19990510_1130_14.61.fits,14.61,"(1024, 10000)",PV10K,172.501919116,32.9819714258,159.967802397,16.42557761,2451308.6389,24576.0,-33.15
19990510_1210_14.61.fits,14.61,"(1024, 10000)",PV10K,182.501823708,32.9822522187,159.967802397,16.42557761,2451308.66661,24576.0,-33.15
19990512_1430_14.61.fits,14.61,"(1024, 10000)",PV10K,217.501889954,32.9846736669,159.968012146,16.42557761,2451310.75812,24576.0,-33.15
19990512_1300_14.61.fits,14.61,"(1024, 10000)",PV10K,194.997601181,32.9830231537,159.967802397,16.42557761,2451310.69577,24576.0,-33.15
19990512_1310_14.61.fits,14.61,"(1024, 10000)",PV10K,197.501668999,32.9831708969,159.96822187,16.42557761,2451310.70271,24576.0,-33.15
19990510_1340_14.61.fits,14.61,"(1024, 10000)",PV10K,204.997905213,32.983506008,159.986888672,16.42557761,2451308.72894,24576.0,-33.15
19990512_1610_14.61.fits,14.61,"(1024, 10000)",PV10K,242.501330181,32.9871370953,159.971577702,16.42557761,2451310.82737,24576.0,-33.15
19990512_1330_14.61.fits,14.61,"(1024, 10000)",PV10K,202.501789022,32.983494791,159.968012146,16.42557761,2451310.71656,24576.0,-33.15
19990510_1200_14.61.fits,14.61,"(1024, 10000)",PV10K,180.001675675,32.9821650785,159.967382924,16.42557761,2451308.65968,24576.0,-33.15
19990510_1440_14.61.fits,14.61,"(1024, 10000)",PV10K,220.001719718,32.9847431599,159.968641368,16.42557761,2451308.7705,24576.0,-33.15
19990512_1730_14.61.fits,14.61,"(1024, 10000)",PV10K,262.497519783,32.9892863317,159.974723786,16.42557761,2451310.88276,24576.0,-33.15
19990512_1410_14.61.fits,14.61,"(1024, 10000)",PV10K,212.501917204,32.9842490445,159.968221895,16.42557761,2451310.74426,24576.0,-33.15
19990512_1210_14.61.fits,14.61,"(1024, 10000)",PV10K,182.501870488,32.982440787,159.968012146,16.42557761,2451310.66115,24576.0,-33.15
19990512_1230_14.61.fits,14.61,"(1024, 10000)",PV10K,187.501866476,32.9826418937,159.967592648,16.42557761,2451310.675,24576.0,-33.15
19990512_1710_14.61.fits,14.61,"(1024, 10000)",PV10K,257.501385655,32.9887505419,159.949345344,16.42557761,2451310.86892,24576.0,-33.15
19990512_1620_14.61.fits,14.61,"(1024, 10000)",PV10K,245.001473658,32.9874035329,159.965914732,16.42557761,2451310.8343,24576.0,-33.15
19990512_1720_14.61.fits,14.61,"(1024, 10000)",PV10K,260.001653291,32.9890193697,159.984581534,16.42557761,2451310.87585,24576.0,-33.15
19990512_1530_14.61.fits,14.61,"(1024, 10000)",PV10K,232.497340181,32.9860978147,159.968851092,16.42557761,2451310.79966,24576.0,-33.15
19990501_1140_14.49.fits,14.49,"(1024, 10000)",PV10K,175.001993169,32.9826743934,159.987517869,16.42557761,2451299.67041,24576.0,-33.15
19990501_1240_14.49.fits,14.49,"(1024, 10000)",PV10K,189.997697058,32.9833050009,159.964866062,16.42557761,2451299.71195,24576.0,-33.15
19990501_1150_14.49.fits,14.49,"(1024, 10000)",PV10K,177.497699051,32.9827525185,159.97115823,16.42557761,2451299.67732,24576.0,-33.15
19990501_1030_14.49.fits,14.49,"(1024, 10000)",PV10K,157.50175492,32.982444166,159.966124481,16.42557761,2451299.62192,24576.0,-33.15
19990501_1340_14.49.fits,14.49,"(1024, 10000)",PV10K,205.001928112,32.984292119,159.969270564,16.42557761,2451299.75352,24576.0,-33.15
19990501_1100_14.49.fits,14.49,"(1024, 10000)",PV10K,165.00170506,32.9824739194,159.9671732,16.42557761,2451299.6427,24576.0,-33.15
19990501_1310_14.49.fits,14.49,"(1024, 10000)",PV10K,197.501690935,32.9837578282,159.969480313,16.42557761,2451299.73274,24576.0,-33.15
19990501_1300_14.49.fits,14.49,"(1024, 10000)",PV10K,194.997559851,32.9835972155,159.969480313,16.42557761,2451299.7258,24576.0,-33.15
19990501_1400_14.49.fits,14.49,"(1024, 10000)",PV10K,210.001944535,32.9846892183,159.969270564,16.42557761,2451299.76737,24576.0,-33.15
19990501_1350_14.49.fits,14.49,"(1024, 10000)",PV10K,207.497747402,32.9844864859,159.969270589,16.42557761,2451299.76043,24576.0,-33.15
19990501_1230_14.49.fits,14.49,"(1024, 10000)",PV10K,187.501671924,32.9831738744,159.965914757,16.42557761,2451299.70504,24576.0,-33.15
19990501_1110_14.49.fits,14.49,"(1024, 10000)",PV10K,167.501823769,32.9825069349,159.966963426,16.42557761,2451299.64963,24576.0,-33.15
19990501_1050_14.49.fits,14.49,"(1024, 10000)",PV10K,162.501909272,32.9824524315,159.966543954,16.42557761,2451299.63577,24576.0,-33.15
19990501_1040_14.49.fits,14.49,"(1024, 10000)",PV10K,159.997627466,32.9824424995,159.964027092,16.42557761,2451299.62884,24576.0,-33.15
19990501_1120_14.49.fits,14.49,"(1024, 10000)",PV10K,170.001631051,32.9825514069,159.966963451,16.42557761,2451299.65655,24576.0,-33.15
19990501_1320_14.49.fits,14.49,"(1024, 10000)",PV10K,200.001648409,32.9839272658,159.969480313,16.42557761,2451299.73967,24576.0,-33.15
19990501_1130_14.49.fits,14.49,"(1024, 10000)",PV10K,172.497580788,32.9826071597,159.966753703,16.42557761,2451299.66347,24576.0,-33.15
19990501_1250_14.49.fits,14.49,"(1024, 10000)",PV10K,192.501800342,32.9834465138,159.969270564,16.42557761,2451299.71889,24576.0,-33.15
19990501_1330_14.49.fits,14.49,"(1024, 10000)",PV10K,202.501936231,32.9841054904,159.96906084,16.42557761,2451299.74659,24576.0,-33.15
19990501_1210_14.49.fits,14.49,"(1024, 10000)",PV10K,182.497767611,32.9829418377,159.969270564,16.42557761,2451299.69117,24576.0,-33.15
19990501_1200_14.49.fits,14.49,"(1024, 10000)",PV10K,180.001743476,32.982841917,159.96906084,16.42557761,2451299.68426,24576.0,-33.15
19990501_1410_14.49.fits,14.49,"(1024, 10000)",PV10K,212.501648004,32.9848989072,159.96906084,16.42557761,2451299.7743,24576.0,-33.15
19990501_1220_14.49.fits,14.49,"(1024, 10000)",PV10K,185.001830671,32.9830527333,159.96906084,16.42557761,2451299.69811,24576.0,-33.15
20011209_0800_I.fits,I,"(2048, 10000)",PV20K,119.997660769,32.9820195412,159.60187675,32.7759083352,2452252.90989,49152.0,19.85
20010929_1940_I.fits,I,"(2048, 10000)",PV20K,295.001972682,32.9668258514,159.598730665,32.7759083352,2452181.59123,49152.0,19.85
20000413_1310_I.fits,I,"(1024, 10000)",PV10K,197.498313037,32.9816389168,160.07791542,16.42557761,2451647.78188,24576.0,-33.15
19990306_1440_I.fits,I,"(1024, 10000)",PV10K,219.998820397,32.9828267207,160.086724474,16.4381162189,2451243.94796,24576.0,-33.15
19990609_1340_I.fits,I,"(1024, 10000)",PV10K,204.998745542,32.9727522977,160.09029003,16.4381162189,2451338.64702,24576.0,-33.15
20000413_0930_I.fits,I,"(1024, 10000)",PV10K,142.502680728,32.9792051366,160.092177695,16.42557761,2451647.62952,24576.0,-33.15
20010929_2350_I.fits,I,"(2048, 10000)",PV20K,357.501874642,32.9634375242,159.598520942,32.7759083352,2452181.7644,49152.0,19.85
20010611_1910_I.fits,I,"(2048, 10000)",PV20K,287.503291639,32.9689543025,159.723314783,32.8008709463,2452071.87081,49152.0,19.85
20011015_0050_I.fits,I,"(2048, 10000)",PV20K,12.4978075373,32.9637187512,159.602086497,32.7759083352,2452197.76226,49152.0,19.85
20000407_1130_I.fits,I,"(1024, 10000)",PV10K,172.502727659,32.9807884779,160.119653501,16.42557761,2451641.72902,24576.0,-33.15
19970614_1820_I.fits,I,"(2048, 15000)",Loral1,274.999031659,33.016928183,148.372883159,20.3159887228,2450613.82796,30720.0,-33.15
20011127_0010_I.fits,I,"(2048, 10000)",PV20K,2.4977637435,32.9624409093,159.601247533,32.7759083352,2452240.61714,49152.0,19.85
19970614_1430_I.fits,I,"(2048, 15000)",Loral1,217.499001142,33.0016406178,148.372883159,20.3159887228,2450613.66865,30720.0,-33.15
20010929_0210_I.fits,I,"(2048, 10000)",PV20K,32.5018996828,32.9666391008,159.598311195,32.7759083352,2452181.86136,49152.0,19.85
20000407_1450_I.fits,I,"(1024, 10000)",PV10K,222.502725909,32.9828279894,160.093016641,16.42557761,2451641.86753,24576.0,-33.15
20000524_1800_I.fits,I,"(1024, 10000)",PV10K,270.01843724,32.9822769561,160.091129001,16.4381162189,2451688.87083,24576.0,-33.15
19990309_0920_I.fits,I,"(1024, 10000)",PV10K,140.003094376,32.9825294146,160.100147778,16.4381162189,2451246.72019,24576.0,-33.15
20000414_1120_I.fits,I,"(1024, 10000)",PV10K,169.997902321,32.9803709323,160.058619421,16.42557761,2451648.70297,24576.0,-33.15
20000425_1240_I.fits,I,"(1024, 10000)",PV10K,190.002688282,32.9796098374,160.089031587,16.42557761,2451659.72835,24576.0,-33.15
19990609_1420_I.fits,I,"(1024, 10000)",PV10K,215.002958415,32.9733769501,160.089870557,16.4381162189,2451338.67474,24576.0,-33.15
20000523_1220_I.fits,I,"(1024, 10000)",PV10K,185.002606583,32.9772956985,160.089031587,16.4381162189,2451687.63804,24576.0,-33.15
20000414_1310_I.fits,I,"(1024, 10000)",PV10K,197.498356912,32.9815882687,160.097840641,16.42557761,2451648.77915,24576.0,-33.15
19990309_0950_I.fits,I,"(1024, 10000)",PV10K,147.502872216,32.9825250073,160.089241336,16.4381162189,2451246.74097,24576.0,-33.15
20000407_1150_I.fits,I,"(1024, 10000)",PV10K,177.498473719,32.981028534,160.062394726,16.42557761,2451641.74286,24576.0,-33.15
20000408_0850_I.fits,I,"(1024, 10000)",PV10K,132.498345518,32.9789338238,160.093016641,16.42557761,2451642.61546,24576.0,-33.15
20000407_1540_I.fits,I,"(1024, 10000)",PV10K,234.998492494,32.9831225834,160.095533528,16.42557761,2451641.90214,24576.0,-33.15
20000425_1130_I.fits,I,"(1024, 10000)",PV10K,172.498545883,32.9789024568,160.096791946,16.42557761,2451659.67986,24576.0,-33.15
20000425_1610_I.fits,I,"(1024, 10000)",PV10K,242.498627643,32.9812611024,160.091129001,16.42557761,2451659.87377,24576.0,-33.15
20011015_0610_I.fits,I,"(2048, 10000)",PV20K,92.5018551321,32.9760444764,159.599779376,32.7759083352,2452197.98389,49152.0,19.85
20010929_0030_I.fits,I,"(2048, 10000)",PV20K,7.50209841546,32.9640031111,159.598520942,32.7759083352,2452181.7921,49152.0,19.85
20000413_1220_I.fits,I,"(1024, 10000)",PV10K,184.998523181,32.9810978862,160.091128976,16.42557761,2451647.74725,24576.0,-33.15
20000413_1210_I.fits,I,"(1024, 10000)",PV10K,182.498416505,32.980985383,160.090709503,16.42557761,2451647.74033,24576.0,-33.15
20000413_1040_I.fits,I,"(1024, 10000)",PV10K,160.002643909,32.9799568948,160.091548449,16.42557761,2451647.67801,24576.0,-33.15
19970216_1250_I.fits,I,"(2048, 15000)",Loral1,192.500369296,33.0041609514,148.511306369,20.3351737539,2450495.92157,30720.0,-33.15
20000425_1420_I.fits,I,"(1024, 10000)",PV10K,214.998290344,32.9805370623,160.074769336,16.42557761,2451659.79759,24576.0,-33.15
19990309_1040_I.fits,I,"(1024, 10000)",PV10K,160.002993757,32.982697912,160.089241336,16.4381162189,2451246.7756,24576.0,-33.15
20000524_1530_I.fits,I,"(1024, 10000)",PV10K,232.554896787,32.9816973129,160.088402365,16.4381162189,2451688.76705,24576.0,-33.15
19970216_0950_I.fits,I,"(2048, 15000)",Loral1,147.500380011,33.0042416882,148.511096627,20.3351737539,2450495.79689,30720.0,-33.15
20000425_1820_I.fits,I,"(1024, 10000)",PV10K,274.998387103,32.9815093803,160.091338725,16.42557761,2451659.9638,24576.0,-33.15
19990306_1420_I.fits,I,"(1024, 10000)",PV10K,215.002899418,32.9824364325,160.086934198,16.4381162189,2451243.93412,24576.0,-33.15
20010929_2340_I.fits,I,"(2048, 10000)",PV20K,355.002080719,32.9633440983,159.598101472,32.7759083352,2452181.75747,49152.0,19.85
19990306_1300_I.fits,I,"(1024, 10000)",PV10K,195.002912335,32.9810165882,160.086514725,16.4381162189,2451243.87871,24576.0,-33.15
20000425_1450_I.fits,I,"(1024, 10000)",PV10K,222.502602482,32.9807732245,160.090499779,16.42557761,2451659.81838,24576.0,-33.15
20000523_1250_I.fits,I,"(1024, 10000)",PV10K,192.502786796,32.9774774745,160.090080306,16.4381162189,2451687.65882,24576.0,-33.15
20010929_0310_I.fits,I,"(2048, 10000)",PV20K,47.5018861223,32.9688944142,159.598311195,32.7759083352,2452181.90291,49152.0,19.85
19990610_1800_I.fits,I,"(1024, 10000)",PV10K,270.002614098,32.9785648329,160.090919227,16.4381162189,2451339.82438,24576.0,-33.15
20011209_0320_I.fits,I,"(2048, 10000)",PV20K,49.9977524911,32.966120276,159.601667002,32.7759083352,2452252.71598,49152.0,19.85
20011127_0000_I.fits,I,"(2048, 10000)",PV20K,0.00204171613719,32.9623760492,159.603344906,32.7759083352,2452240.61022,49152.0,19.85
20011209_0350_I.fits,I,"(2048, 10000)",PV20K,57.4978110102,32.967629975,159.602086472,32.7759083352,2452252.73676,49152.0,19.85
20010929_2130_I.fits,I,"(2048, 10000)",PV20K,322.502150591,32.9639250238,159.60418387,32.7759083352,2452181.66742,49152.0,19.85
20010929_0010_I.fits,I,"(2048, 10000)",PV20K,2.50212289386,32.9636824366,159.598520942,32.7759083352,2452181.77825,49152.0,19.85
20000425_1330_I.fits,I,"(1024, 10000)",PV10K,202.502800238,32.9800949325,160.094484808,16.42557761,2451659.76298,24576.0,-33.15
20000523_1740_I.fits,I,"(1024, 10000)",PV10K,264.998497616,32.9789641973,160.089660808,16.4381162189,2451687.85965,24576.0,-33.15
19990609_1350_I.fits,I,"(1024, 10000)",PV10K,207.503082799,32.9728942609,160.09029003,16.4381162189,2451338.65396,24576.0,-33.15
20011209_0620_I.fits,I,"(2048, 10000)",PV20K,94.997831016,32.9763776564,159.596633316,32.7759083352,2452252.84065,49152.0,19.85
19970216_1310_I.fits,I,"(2048, 15000)",Loral1,197.500329154,33.0046871466,148.511306344,20.3351737539,2450495.93542,30720.0,-33.15
20000524_1620_I.fits,I,"(1024, 10000)",PV10K,245.045346533,32.9819383171,160.088612139,16.4381162189,2451688.80165,24576.0,-33.15
19970614_1720_I.fits,I,"(2048, 15000)",Loral1,260.00316258,33.0124370261,148.37519022,20.3159887228,2450613.78641,30720.0,-33.15
20000413_1250_I.fits,I,"(1024, 10000)",PV10K,192.502757904,32.9814278133,160.090919252,16.42557761,2451647.76804,24576.0,-33.15
20000425_1700_I.fits,I,"(1024, 10000)",PV10K,255.002853506,32.981442316,160.091548474,16.42557761,2451659.90841,24576.0,-33.15
20000413_1330_I.fits,I,"(1024, 10000)",PV10K,202.498358596,32.9818415083,160.091338725,16.42557761,2451647.79573,24576.0,-33.15
20000425_1320_I.fits,I,"(1024, 10000)",PV10K,199.99809371,32.9800004497,159.994019785,16.42557761,2451659.75604,24576.0,-33.15
20000413_1240_I.fits,I,"(1024, 10000)",PV10K,189.998439755,32.9813192141,160.090709503,16.42557761,2451647.7611,24576.0,-33.15
20000523_1730_I.fits,I,"(1024, 10000)",PV10K,262.498258742,32.9789357831,160.082739445,16.4381162189,2451687.85273,24576.0,-33.15
20000407_0950_I.fits,I,"(1024, 10000)",PV10K,147.502625126,32.979597965,160.090080281,16.42557761,2451641.65976,24576.0,-33.15
20011015_2220_I.fits,I,"(2048, 10000)",PV20K,334.997539146,32.9619900281,159.579644557,32.7759083352,2452197.65836,49152.0,19.85
20000407_0940_I.fits,I,"(1024, 10000)",PV10K,144.99848452,32.9794851209,160.089870532,16.42557761,2451641.65282,24576.0,-33.15
20000413_1020_I.fits,I,"(1024, 10000)",PV10K,155.002622241,32.9797338926,160.091758197,16.42557761,2451647.66415,24576.0,-33.15
19970614_1830_I.fits,I,"(2048, 15000)",Loral1,277.499089583,33.0176729813,148.372883159,20.3159887228,2450613.83488,30720.0,-33.15
19990309_1240_I.fits,I,"(1024, 10000)",PV10K,189.99877674,32.9839628308,160.090919252,16.4381162189,2451246.85869,24576.0,-33.15
19990610_1700_I.fits,I,"(1024, 10000)",PV10K,255.002662158,32.976964994,160.09029003,16.4381162189,2451339.78282,24576.0,-33.15
20000524_1300_I.fits,I,"(1024, 10000)",PV10K,209.835477026,32.9811823729,138.899929215,16.4381162189,2451688.70411,24576.0,-33.15
20000523_1420_I.fits,I,"(1024, 10000)",PV10K,214.99847486,32.9780312008,160.089660808,16.4381162189,2451687.72114,24576.0,-33.15
20000425_1000_I.fits,I,"(1024, 10000)",PV10K,149.998618929,32.9780410205,160.100357502,16.42557761,2451659.61753,24576.0,-33.15
19990610_1550_I.fits,I,"(1024, 10000)",PV10K,237.498487184,32.9751952095,160.092597168,16.4381162189,2451339.73433,24576.0,-33.15
20011209_0120_I.fits,I,"(2048, 10000)",PV20K,20.0019880777,32.9617420863,159.60145728,32.7759083352,2452252.63287,49152.0,19.85
19990306_1100_I.fits,I,"(1024, 10000)",PV10K,164.998842196,32.9795890972,160.087143947,16.4381162189,2451243.7956,24576.0,-33.15
19990610_1650_I.fits,I,"(1024, 10000)",PV10K,252.498386611,32.9767018936,160.089451085,16.4381162189,2451339.77589,24576.0,-33.15
20011209_0410_I.fits,I,"(2048, 10000)",PV20K,62.4978098486,32.9687038782,159.609846773,32.7759083352,2452252.75061,49152.0,19.85
20000414_0950_I.fits,I,"(1024, 10000)",PV10K,147.502767494,32.9793803781,160.090499779,16.42557761,2451648.64065,24576.0,-33.15
20000413_1100_I.fits,I,"(1024, 10000)",PV10K,164.998470079,32.9801837604,160.088821863,16.42557761,2451647.69185,24576.0,-33.15
20011015_2200_I.fits,I,"(2048, 10000)",PV20K,329.997540046,32.9622360898,159.579644557,32.7759083352,2452197.6445,49152.0,19.85
19970614_1620_I.fits,I,"(2048, 15000)",Loral1,244.999084793,33.0081239401,148.360299244,20.3159887228,2450613.74485,30720.0,-33.15
20000524_1400_I.fits,I,"(1024, 10000)",PV10K,210.064947708,32.9811878656,160.120492472,16.4381162189,2451688.70475,24576.0,-33.15
20000524_1810_I.fits,I,"(1024, 10000)",PV10K,272.511361279,32.9822983012,160.091338725,16.4381162189,2451688.87773,24576.0,-33.15
20000407_1720_I.fits,I,"(1024, 10000)",PV10K,259.99781054,32.9833412483,160.064072643,16.42557761,2451641.97139,24576.0,-33.15
20000425_1220_I.fits,I,"(1024, 10000)",PV10K,184.99852667,32.9794087342,160.094694557,16.42557761,2451659.71449,24576.0,-33.15
20000524_1610_I.fits,I,"(1024, 10000)",PV10K,242.54388978,32.9818932956,160.088192641,16.4381162189,2451688.79472,24576.0,-33.15
20011127_0040_I.fits,I,"(2048, 10000)",PV20K,10.0019586355,32.962788103,159.598520917,32.7759083352,2452240.63793,49152.0,19.85
19970216_1220_I.fits,I,"(2048, 15000)",Loral1,185.000396986,33.0035644467,148.511306369,20.3351737539,2450495.90079,30720.0,-33.15
20000407_1200_I.fits,I,"(1024, 10000)",PV10K,180.002741166,32.9811476511,160.08840239,16.42557761,2451641.7498,24576.0,-33.15
19970216_1030_I.fits,I,"(2048, 15000)",Loral1,157.50039964,33.0034643514,148.930770586,20.3351737539,2450495.8246,30720.0,-33.15
20010929_0240_I.fits,I,"(2048, 10000)",PV20K,40.0019785204,32.9677159933,159.598520942,32.7759083352,2452181.88214,49152.0,19.85
19970216_1000_I.fits,I,"(2048, 15000)",Loral1,150.000297184,33.0040081997,148.511306369,20.3351737539,2450495.80382,30720.0,-33.15
20011209_0050_I.fits,I,"(2048, 10000)",PV20K,12.5018808172,32.9611559487,159.601667002,32.7759083352,2452252.61209,49152.0,19.85
20000524_1240_I.fits,I,"(1024, 10000)",PV10K,189.903482947,32.9807031335,138.886505886,16.4381162189,2451688.64889,24576.0,-33.15
20000425_1020_I.fits,I,"(1024, 10000)",PV10K,154.998531223,32.978221698,160.087982892,16.42557761,2451659.63138,24576.0,-33.15
20011015_0600_I.fits,I,"(2048, 10000)",PV20K,89.9979273134,32.9755590131,159.600828063,32.7759083352,2452197.97695,49152.0,19.85
20010929_0420_I.fits,I,"(2048, 10000)",PV20K,65.0020901327,32.971923424,159.59831122,32.7759083352,2452181.95139,49152.0,19.85
20000407_1700_I.fits,I,"(1024, 10000)",PV10K,255.002625131,32.9833390858,160.095743252,16.42557761,2451641.95755,24576.0,-33.15
20011015_0330_I.fits,I,"(2048, 10000)",PV20K,52.4979220253,32.9682206658,159.599359907,32.7759083352,2452197.87307,49152.0,19.85
19990309_1250_I.fits,I,"(1024, 10000)",PV10K,192.503095134,32.9841154906,160.090499754,16.4381162189,2451246.86563,24576.0,-33.15
20011015_0400_I.fits,I,"(2048, 10000)",PV20K,59.9977808447,32.9696250496,159.599779376,32.7759083352,2452197.89385,49152.0,19.85
20010929_2030_I.fits,I,"(2048, 10000)",PV20K,307.501879234,32.9652673375,159.598520942,32.7759083352,2452181.62586,49152.0,19.85
20011015_0250_I.fits,I,"(2048, 10000)",PV20K,42.5021237598,32.9664784912,159.600618316,32.7759083352,2452197.84538,49152.0,19.85
20010929_2000_I.fits,I,"(2048, 10000)",PV20K,299.997903446,32.9661597975,159.59873069,32.7759083352,2452181.60507,49152.0,19.85
19990306_1600_I.fits,I,"(1024, 10000)",PV10K,240.002849379,32.9844436487,160.086095252,16.4381162189,2451244.00337,24576.0,-33.15
20011209_0340_I.fits,I,"(2048, 10000)",PV20K,54.9979345946,32.9671122986,159.609846773,32.7759083352,2452252.72983,49152.0,19.85
19990610_1350_I.fits,I,"(1024, 10000)",PV10K,207.498924627,32.9728455574,160.09029003,16.4381162189,2451339.65122,24576.0,-33.15
19990306_1550_I.fits,I,"(1024, 10000)",PV10K,237.502879831,32.9842408658,160.086934198,16.4381162189,2451243.99644,24576.0,-33.15
20000425_1120_I.fits,I,"(1024, 10000)",PV10K,170.002620823,32.9788022277,160.096791946,16.42557761,2451659.67294,24576.0,-33.15
20011209_0310_I.fits,I,"(2048, 10000)",PV20K,47.5021118417,32.9656486862,159.601876725,32.7759083352,2452252.70907,49152.0,19.85
